Sentence,Label
"Aksiyon sahneleri, özellikle sonraki filmlerle karşılaştırıldığında, biraz sıkıcı ve tekrarlayıcı.",0
Reklam izliyorum arada bi kırmızı oda diye bi şey çıkıyo teşekkürler acun bey @acunilicali,0
"Sanal sınıflarda öğrencilerin konsantre olmaları zorlaşıyor, bu da başarıyı etkiliyor.",0
"Kütüphanenin etkinlikleri, öğrenme sürecini daha da ilginç hale getiriyor.",2
Büyücünün etkisiyle yaşlanan Sofienin Howla olan büyük aşkı...İnsanoğlunun zekasına ve hayalgücüne şapka çıkarıyorum bu filmle...Kesinlikle izlenesi ve tavsiye edilesi…,2
Aksiyon sahneleri izleyiciyi ekrana kilitleyen heyecanlı anlar yaşattı.,2
Kavşağın karakteri gerçekten çok şey anlatıyor.,2
"Sporun maddi boyutu her şeyin önünde geliyor, başarı artık ikinci planda.",0
Kule üç büyük imparatorluğa yaklaşık on altı yüzyıl boyunca başkentlik yapmış İstanbul’un tarihini gözler önüne seren bir müze niteliği taşır.,1
"@sevimlimuhalif @osmannnurika Biz İstanbullular olarak Ekrem İmamoğlu’na bir şans verdik, oda bozuk para gibi harcıyor. zannediyorsunuz ki İstanbul ve Ankara artık sürekli bizim kalacak. Biz İzmir seçmeni gibi ideolojik bakan bir seçmen değiliz. Bir dahaki seçimde rüyanızdan uyanınca anlayacaksınız.",0
Güzel ama abartıldığı kadar da değil,1
spiritüel koku nazik nemlendirici orta doğal bağış argan yağı güzeldi,1
evet biz canan karatay hocamı ozledik ekranlarda görmek istiyoruz. #canankaratayıözledik https://t.co/cuq16F8ypP,2
Elon Musk'ın WhatsApp'ın yerine önerdiği Signal uygulamasının hisseleri tavan yaptı.,1
Ahmet Hakan: Artık tek bir çıkar yol kalmış durumda https://t.co/pyNdMNjvOc #Günün11'i,1
"RT @solcugazete: TİP Genel Başkanı Erkan Baş:

Kadınlar AKP iktidarının, Saray Rejimi’nin, Recep Tayyip Erdoğan’ın korkulu rüyasıdır!",1
@TurkcellHizmet Gerek yok hacım Turkcell kendini iyice kötü yapıyor çıkacağım uğraşamam,0
Nerde sende o yürek .. Gerçi senin bilginde olan bir şeydi bu hadise değil mi by ⁦@kilicdarogluk⁩ Kılıçdaroğlu amirallerin bildirisi hakkında sessiz kaldı başlığına utandırırmısın bilinmez amma !!! https://t.co/gFdK8ypKJ2,0
"Ürünün camında çatlaklar vardı, bu nedenle iade ettim.",0
"Sağlık sigortası eksikliği, birçok kişinin temel sağlık hizmetlerine erişimini zorlaştırıyor.",0
Bahar çiçekleri Kapadokya’yı renklendirdi https://t.co/q7dBxg5zCj,2
"Personel profesyoneldi ve yardımcı olmaya istekliydi, ancak oda servisi bazen gecikebilirdi.",1
Ürün istediğim gibi yaşıyor avantajlı bir şekilde püskürtülüyor kaçakçı onu tıkırdatarak paketlemiş. Zamanında geldi. Teşekkür ederim.,2
İzlandada Þorrablót Festivalinde geleneksel İzlanda lezzetlerini denemek kültüre bir adım daha yaklaşmaktı! 🍽️🇮🇸 #Þorrablót #İzlandaKeşfi,2
"@ilkoothecagiran Merhaba, geri bildiriminiz için teşekkür ederiz. İş birliğimizin devamını diler, MNG Kargo Ailesi olarak mutlu günler dileriz.",1
Köşkün iç kurdelesinde 19. yüzyılda Ayaklıklı Saraylarda tercih edilen Batı dekorasyon anlayışına uygun bir süsleme programı uygulanmış çeşitli Avrupa modasındaki mobilya ve döşeme elemanlarıyla belirli bir bütünlük sağlanmıştır.,1
Ankastre set beklerken tablet kılıfı gönderildi. Bu seti sipariş verdik diye evdeki ocağı köye göndermiştim. Tablet kılıfının gelmesi beni kaç gün mağdur etti. Tekrardan almak zorunda kaldık .,0
"Oscar'ları unutun! Bu filmi, muhteşem hikaye anlatımını tamamlayan görüntü yönetmenliği için izleyin.",2
Matrix karmaşıklığı ve derinliği ile her izlediğinizde yeni şeyler keşfetmenizi sağlar.,2
Kokusu çok hoş ama kalıcı değil,1
"Siyasi liderler, toplumsal sorunların çözümünü vaat edebilirler.",1
Küçük olduğunu sanıyorum ama oldukça övünerek yaşıyor.,1
"Marakeş'te Ramadan Ayı'nın başlangıcında geleneksel iftar sofralarına katıldık, birlik ve dayanışmanın gücünü hissettik. 🌙🥘 #Ramadan #MarakeşHatırası",2
"Sanatın sanayileşmesi, sanatçıların yaratıcılığını ve özgünlüğünü zedeliyor.",0
"Türkiye'nin gururu bir şirket! Karada var, havada var, büyük bir havası var : BAYKAR. Tüm dünyanın dilinde, küresel bir marka olma yolunda! Böyle başarılı markalarımız olmalı! Bize güç, dosta güven vermeli, düşmanlarımızı çatlatmalı!..",2
"Aksiyon sahneleri ve güçlü oyunculuklar övülse de, kimileri filmin kendi türünde kalıplaşmış olduğunu düşünüyor.",1
"Eğitimcilerin online platformlarda yeterince deneyimi yok, dersler verimsiz oluyor.",0
Birader Kenan Sofuoğlunun o vitesi çevirişi var ya insanın aklını alır! O nasıl bir kontrol nasıl bir yetenek anlatamam!,2
burunlarını kapatmadan maske takan insanlar https://t.co/d7VaLDKtZB,1
Turgut Uyarın şiirlerindeki estetik ve anlam yüklü kelimeler sadece yazara değil aynı zamanda okuyucularına da ilham veriyor. Edebiyat dünyamızın en kıymetli isimlerinden biri. ,2
Akruyu Beyaz Show da izleyememek beni çok üzüyor. Neden bittin Beyaz Show? Beyaz HanTolu yapamadı belki sizi yapardı.,2
İtalyan mutfağı dünya genelinde popülerlik kazanmış bir mutfaktır; makarna ve pizza gibi ikonik yemekleriyle tanınır.,1
5 Ay'dır Bip Kullanıyorum Gelin Bence #sendeBiPegeç https://t.co/Aej5o1cKYB,2
"RT @dayanismaagii: BU CUMARTESİ saat 15.00'da Kadıköy'de bir araya geliyoruz: Bir kişinin İstanbul Sözleşmesi'ni fesih kararı yok hükmündedir! Şiddet uygulayan erkekleri cesaretlendiren kararı tanımıyoruz, vazgeçmiyoruz. #İstanbulSözleşmesindenVazgeçmiyoruz https://t.co/3h8XxyHi7s",2
Seyredip de hiç bişey anlayamadığım filmler arasındadır.... Film de bir şey anlamak için izlenir yani ,0
Christopher Plummer ve Helen of Troy Mirre adlı iki muhteşem ustanın performansları için görülmesi gereken yeterli bir çıktı.,2
Şalenin dekoru Avrupa zevkini yansıtan öğelere yer veriyor ve özellikle büyük boyutlu İsveç yapımı Rörstrand kiremitli soba dikkat çekiyor.,1
"Müze binası 19. yüzyıl mimari özelliklerini taşıyan U planlı taş bir bina olup, özgün müze mekanları sunmaktadır.",1
24 saat içinde teslim edilmesi beklenen kargoyu 4 gün boyunca bekledim. Her gün teslimat tarihi gelecek güne erteleniyor. Böyle saçma bir kurye hizmeti olamaz.,0
"Şimdi Ankara’nın bu karman çorman havasında seninle el ele yürüyüp bütün dertlerden arınmak vardı. Bak bu hayalin güzelliği, kalbin kadar..",2
Bilimsel dergilerin serbestçe erişilebilir olmaması erişim kodunu seçici bilgilere sınırlar.,0
Dizüstü bilgisayar için uygun değil not defteri için uygun. Filmle aynı ama biraz.,1
ülkede sonuna kadar abartılması gereken efendilikte çığır açmış erkek ünlüler Haluk Bilginer Kerem Bürsin Aras Bulut İynemli Tolga Çevik Kıvanç Tatlıtuğ ÖMRÜMÜN SONUNA KADAR BU İNSANLARI ABARTMAYI PLANLIYORUM,2
inanılmaz bır fılm dıcek hiç bır sey bulamıyorum muhtesem ızleyın sız karar verin,2
Varyasyon organizasyonları çoğu zaman yetersiz güvenlik ritmi talep ederek sporcuların güvenliğini tehlikeye atmaktadır.,0
Bu takımın sahibi sadece parayı düşünüyor sevgiyi değil.,0
"Kütüphaneler genellikle eski mobilyalarla donatılmış, konforlu çalışma alanları yok.",0
Canlandırma ve bilgi teknolojisinin dürtmesini izledim çok güzeldi. Ve senaryonun farklı bir yapı tükettiğini düşünüyorum. Ayrıca diğer filmlerle karşılaştırılmamalı. Çünkü hepsi benzersiz bu benim inancım.,2
"""Biberon kapağı sürekli çıkıyor ve bilişim teknolojisi olmasa bile bebeğin döllenmesi sırasında süt tamamen bebeğin üzerine dökülüyor. Kıyafet değiştirmekten bıktım! Kapağı kapatmak için dakikalarca başımdan terliyorum. Bu kadar paraya bu kadar kötü bir ürün görmedim.""",0
Atatürk'ü zaten kötüleyecek kanıtları yok. Varsa 3 5 tane yalandan şeyler.,1
Yaratıcı konsepti ve duygusal derinliği övülüyor ancak bazıları kafa karıştırıcı buluyor.,1
"Gümüş Sofra Takımları, 19. yüzyılda Osmanlı Devleti’nin üst düzey misafirlerini ağırlamak için kullanılan gümüş üzerine altın kaplama sofra takımlarını sergilemektedir.",1
Ürün kırık kapakla gönderildi. Aldığımda yumuşatıcı tamamen boştu. Her şey dökülmüştü.,0
"Şale Köşkü Yıldız Sarayının bir parçasıdır ve adını Fransızca ""dağ evi"" anlamına gelen ""chalet"" sözcüğünden almıştır.",1
Patates kızartması fast-food restoranları aracılığıyla birçok coğrafyaya yayıldı.,1
"Kutu yırtılmıştı, siyah lekeler vardı ve içi eğriydi. İyi bir satıcı olduğu için aldım (bir dahaki sefere bu satıcıdan bir şey satın almadan önce iki kere düşüneceğim) ve gerçekten kötü bir ürün olduğu ortaya çıktı. Hediye olduğu için acelem vardı ve geri göndermedim ama aynı ürünü pazardan aldığımda mükemmel bir üründü. Neyse ki siyah leke sihirli bir süngerle temizlendi.",0
"Görsel açıdan çarpıcı, ancak bazıları için yavaş tempolu olabilir.",1
Konsept ilgi çekiciydi ama hikâye bazı noktalarda tutarsızdı.,1
"""Bilgi teknolojisi bir şaheser değildir ve bilgi teknolojisi yaşayamaz.""",0
"Kütüphanelerdeki çalışma alanları genellikle yetersiz ve rahatsız, öğrencilerin verimliliği düşüyor.",0
Yapısı çok güzel ama kokusunu pek beğenmedim.,1
Aziz Sancar bilim adamı değilmiydi bende mi yanlış hatırlıyorum,1
"Spor etkinlikleri sık sık ticari çıkarlar için feda ediliyor, sporun ruhu kayboluyor.",0
"@PioneerUsher @pusholder Eskiden TC mi vardı Cumhurbaşkanımız, başbakanımız, reisimiz, 4 cihanın hakimi Recep Tayyip Erdoğan'ımız kurdu.",2
Kesinlikle memnun kaldığım bi siparişti. Hem göz hem mide olarak doymak isteyen varsa direkt sipariş versin.,2
Filmin dilinin aşırı abartıldığı ve diyalogların bazen yapmacık olduğu düşünülebilir.,0
"Ons altın, geçen hafta %2,2 yükseldikten sonra yeni haftanın ilk işlem gününde saat 10.00 itibarıyla %0,1 artışla ons başına 1.981,80 dolardan fiyatlandı. Ons altın ve dolar/TL’deki yükselişin desteğiyle gram altın ise %0,22 yükselişle 1.830,50 seviyesinden işlem gördü. 
#altın #dolar #borsa",1
Merak etmeyin gelmesi an meselesi dedikleri anda iptal bilgisini aldım mesajla. Gerekçe de kullanıcı hatasıymış. Bunlara güvenip sipariş verilmez. Tadınızı kaçırmayın.,0
"""Filmde çok geniş bir hayal gücüne tanık oldum ve olaylar hiç beklemediğim bir şekilde gelişti.""",2
Ürünü beğendim ama arabanın içindeki ısıdan dolayı camların şekli değişti sanırım. O yüzden orijinal bir ürünün ısıda nasıl şekil değiştirebileceğini aklınızda bulundurun.,0
Allah belanı versin maske rahmetli halama benzedim her gün başım ağrıyor,0
#UzmanÇavuş şimdi değilse ne Zaman sözleşme çilesi bitsin Uzman çavuşlar kadro bekliyor,0
Boğaziçi Üniversitesi'nde atanan rektör Melih Bulu'ya karşı öğrencilerin ve öğretim üyelerinin eylemleri sürüyor Öğretim üyeleri bugün de cüppeleriyle rektörlük binasına sırtlarını döndü ?? @yunusunbabasi https://t.co/gM3D2rXPpz,1
Tarihi İstanbul Yarımadasında Marmara Denizi Boğaz ve Altın Arabanın arasında yer alan saray İstanbulun simge yapılarının bir bütünüdür.,1
Dilek kağıdıma maskeyi fırlatan bir ben çizdim yani covid biterse maske zorunluluğu biterse benim hıdırellez dileğim sayesinde bitecek.,2
"Kütüphanelerdeki çalışma alanları kalabalık ve gürültülü, odaklanmak zorlaşıyor.",0
"Biz büyük boy aldık, kapağı gevşek, onda bir sorun yok ama küçük boyda tam sıkamıyorsunuz, tekrar gevşiyor, çok sinirleniyoruz.",0
@AvOzlemZengin Mansur yavaş size milliyetçilik dersi verdi,2
"1,5 porsiyon sipariş etmemize rağmen gelen dürümler çok küçüktü.",0
Kızarmış patates daha sonraları birçok yemek kültürüne girmiştir.,1
Tam numaranızı alabilirsiniz. Çok hafif ve rahat. Pazarlamacıya teşekkürler sportstyle. Yirmi dört saatte elime ulaştı. Hem eşime hem de kendime aldım.,2
Aşının yan etkileri konusunda daha fazla araştırma yapılması gerekiyor şüphelerim var.,0
@Sencer_2023 Mesele Ziya Selçuk Fahrettin koca Süleyman Soylu değil onlara söyleneni yapıyorlar sadece bir ileticiler bi nevi papağan görevi görüyorlar,0
Film sektörü de çöktü iyi mi. Gülmek için atiye mi izleyelim napalım. Beyaz show lütfen pleasee geri gel.,2
Alırken baya tereddüt etmiştim hiç yorum olmamasından dolayı ama gayet sağlam ve eksiksiz geldi kargoda hızlıydı 2 günde elime ulaştı teşekkür ederim.,2
"Sevdiğim ve beğendiğim sayılı filmler arasındadır, Matrix 1in kült filmler arasında yer aldığını zannediyorum, türünün en iyi ilk filmlerinden biridir",2
Bu mobil uygulamanın performansı düşük ve hızlı çalışmıyor.,0
"Herkesin çalışma tarzına uygun bir oturma alanı bulması mümkün, bu da burayı çok kullanışlı kılıyor.",2
Film fena değildi ama ben jim carreynin eski filmlerini aradım filmi izlerken espriler orjinal değildi ,1
"Film, izleyiciyi sürükleyici bir deneyime davet ediyor.",2
"Klişe konular, yaratıcılığı zayıflatıyor.",0
Bu spor dalında genç yeteneklerin şansı yok büyükler her zaman önde.,0
"Atatürk bir yıldızdı, kaydı ve tesadüfen ülkenize düştü. Bu nedenle çok şanslısınız.",2
Odalarda su gideri kokusu var onun dışında fiyat performans başarılı,1
"""Başmüfettiş Başmüfettiş Başmüfettiş. .. Deney hayvanı olay örgüsü konular arasındaki bağlantı. Bir çocuk filmini takip etmekten çok öte. Bilgi teknolojisi Ice Eld seviyesinde bir hareketli resim gösterisi. ...""",2
@berraisbroken senin isminin yanına cansu dere yazınca niye ben cıkıom,1
Köroğlu zamanında demişti Silah icad oldu mertlik bozuldu diye. İşte bunu anlatan bir film.,1
Herkesin kendine rahat bir oturma alanı bulup yüzebilmesi burayı gerçekten kullanışlı hale getiriyor.,2
"Bugün, yeni bir tarif denedim ve sonuç harikaydı! Mutfakta yaratıcılık kullanmak gerçekten beni mutlu ediyor.",2
"Bu kitap bana hiçbir şey katmadı, zamanımı çaldı sadece!",0
Haberci çok geç geldi neredeyse. Atom numarası 2 sefere çıkmak üzereydi şu anda burada temsil ediliyor 1 saat veya daha fazla sürüyor.,0
Restoranın şefi ise leziz yemekleriyle adeta bir sanatçı.,2
Saatler ve Müzik Aletleri Osmanlı hanedanının mûsıkî ile ilişkisini yansıtan müzik aletleri ve saatleri içermektedir.,1
Ürünü bir defa kullandım çırtlı bezi çıkarıp yıkadım yerine taktığımda kullanamıyorum bez toplanıyor satıcıya sordum beni geçiştirdi çok pişmanım hiç tavsiye etmem elimde kaldı,0
Fiyat performans açısından makul bir seçenekti ancak bazı odalarda bakım gerektiren noktalar vardı.,1
"Hedef kitleye ulaşamaması nedeniyle etkisi sınırlı kalan bu medya kampanyası, markanın bilinirliğini artırmada başarısız oldu.",0
Artık kargo şirketlerinin ahlaksızlıklarına maruz kalmak istemiyoruz.,0
çorbalar iyiydi ama sütlacı beğenmedim,1
Ürün faturasız geldi. şirket adına aldığım kurumsal bir işlemdi. Kutusu paketleme çok kötü bir şekilde geldi. trendyolun sitesi de çok kötü. tedarikçi ile iletişe geçme olanağı yok. Umarım tedarikçi buradan döner. Fatura mutlaka gerekiyor çünkü,0
Ziya Selçuk bey o gençlerin katili dır Şimdi oy verecek 7 milyon gençlere ne dicek 2023 de,0
"Kütüphanelerdeki koleksiyonlar çoğu zaman dağınık ve düzensiz, arama yapmak zorlaşıyor.",0
"Bu kursun hocası anlatırken beni uyutuyor, rezil bir şey!",0
klasik koku,1
Tarih dersleri sadece sınav odaklı hale getirilerek gerçek anlamını yitiriyor.,0
"""Berna Telli adında bir kadından şikayetçiyim. Dünya Sağlık Örgütünün benim hakkımda yalan ve iftira niteliğinde açıklamalar yaptığı kadını tanımıyorum bile. Fotoğraflarımı burada ve orada paylaşarak beni şikayet ediyor. Adımı kötüye kullanacak hiçbir sağ görüşlülüğü yok. Dünya Sağlık Örgütünün kim olduğunu henüz bilmiyorum.""",0
Deoksiefedrin şişesinde anlatıldığı gibi iyi bir ürün.,2
"Müzikler filmin atmosferini çok iyi yansıtmış, unutulmazdı.",2
"""Bilgi teknolojisini bir Venedik ve Depp hayranı olarak izledim sadece Jolie ve Deppin pek uyumlu olmadıklarını düşündüm. Elbette bilgi teknolojisi izlenemeyecek kadar zor değil.""",1
"“Terör örgütü AKP elebaşlarından Süleyman Soylu, saklandığı yerde kıskıvrak ele geçirilmiştir.” Yakında bu haberleri duymaya hazır olun.. #SizdenBaşkaHerkesTerörist",0
"Lamartine'in bahsettiği bu mütevazı bahçe köşkünün yerine, Sultan Abdülmecid 1849-1855 yılları arasında iki kasır yaptırmış ve buraya ""genişlik, ferahlık, sevinç, mutluluk"" anlamına gelen ""Nüzhetiye"" adını vermiştir.",1
Hani çocuk edebiyatının içindeki o saf masumiyet ve hayal gücü her zaman etkiler beni. En güzel anılarımdan biri annemin bana masal okumasıdır. ,2
"Bu film, ülkemize filmler geldiğinde sadece oyuncuların ve yönetmenlerin isimlerinin markalı olup olmadığına bakıldığını, oysa bu filmin ve diğer birçok kaliteli filmin göz ardı edildiğini gösteriyor. Umarım bundan sonra daha dikkatli oluruz.",0
#AcıkveNet CHP ya Mansur yavaş’ı aday gösterir yada seçimi kaybeder.,2
"Filmi beğenmeyenler filmi anlamıyor, beğenenler ise sinema profesyoneli oluyor. Gerçekten çok komik bir yaklaşım.",0
Psikolojik sağlık hizmetlerinin yetersizliği ruhsal sorunları olan ölümlülere ulaşmayı zorlaştırıyor.,0
Tarafgirlik objektif ve adil bir yönetimin önüne geçiyor.,0
"Odalarda su gideri kokusu var onun dışında fiyat performans, başarılı",1
"@lvntozrn kendi ulkende tehdit edilmek, kaldiki uyguladigi zulum noter tasdikli oldugu halde. demekki dunya liderligi ve ulkesi boyle birsey. bu hadsizligi abd ve israil gibi baş zalimler bile yapmadi.",0
Kanal İstanbul suçtur... #yakanalyaistanbul #SorumluSensin https://t.co/Xz7DUux59Z,0
Neonun karakter gelişimi izleyiciye umut ve ilham veriyor.,2
Kesinlikle söndürüldüğüm bir fermandı. Eğer bir kimse hem göz hem de mide hasarı bakımından tatmin olmak istiyorsa bunu doğrudan doğruya emretsin.,2
Zaten kullanıyordum indirimdeyken almak istedim,2
Filmde bir dünya teklifi var,1
"""Kapak dişi tıklıyor. Bu yüzden kapak kuyruğu düzgün bir şekilde sabitlenmiyor. Şişe memesi ile kapak plastiği arasından sızıyor. Bu tam bir fiyasko ve sızıntı yüzünden hiçbir zaman kullanamadık. Öğretmen paranızı boşa harcamayın.""",0
Otel personeli misafirperverlikleri ve saygılarıyla bizi etkiledi.,2
"Biz projeleri ortaya koyduk, Tarım ve Orman Bakanlığı da çalışmalarını tamamladı.",1
"""Çin’den milyonlarca doz aşının Türk Hava Yolları uçağına yüklenmiş.İlk etapta 10 milyon doz Sinovac aşısının bu akşam uçaklara yüklendiği belirtilirken bu aşıların toplamda 13.5 milyon doz olacağı belirtildi. Öte yandan iki kez şirket tarafından iptal edilen 4.5 milyon doz++ https://t.co/FbCrD17133",1
Ürünüm sağlam bir şekilde elime ulaştı teşekkür ederim. Ayrıca ezilmesi de çok kolay dört kişilik profesyonel bir aile için yeterli.,2
"Filmin başarısı oyunculuklardan kaynaklanıyor ama hikaye biraz daha derinlikli olabilirdi.""",1
Efsane filmler arasına girmeyi başarmış başarılı bir yapım.,2
@GirayhanUckan Maske takmıyorum açık havada bol bol nefes alıyorum maskeye karşıyım,0
Otelin konumu merkeziydi ancak fiyat-performans oranı daha iyi olabilirdi.,1
"Ürün tam 1 haftada köşelerinden açıldı, satıcının açıklamasında ısınmadan veya darbeden dolayı olduğu yazıyor, ikisi de olmadı, kırılmadı da, telefonu sıfır aldım ve fazla kullanmadım.",0
Bezler harika. Suyu çok iyi emiyor ve iz bırakmıyor. Araç üzerinde kaydırılarak kolay ve hızlı bir silme işlemi sağlıyor. Paraya değer.,2
Renkler ve dokular oldukça güvenli sadece boyut gerçekten yanıltıcı.,1
Faber Castelin kerestesi zaten tartışılmaz. Bilişim teknolojisi indirimdeyken kızım ve oğlum için aldım ve stokladım. Satıcı onu çok iyi ve çökmeyeceği bir ajansla paketlemişti. Ben de teşekkür ederim.,2
RT @MYusufKl: Ne demiş Ziya Selçuk ? Risk Varsa Biz Yokuz ..,1
"""Venedik nefes kesici ama resim yetersiz ve sonu da apaçık ortada İnsan tiroksin gibi hissetmiyor.""",0
Siyasi lider dış ilişkileri hedefler. Bu nedenle uluslararası ilişkilerden sorumlu tutulabilirler.,1
@atayaliko Ali Atay gibi bir eş.. eşi benzeri yok şu dünyada bal adam ya :),2
"Aziz Sancar, Türkiye'nin gururu ve dünya çapında bir bilim insanı. DNA onarıcı mekanizmalar üzerine yaptığı çalışmalarla Nobel Ödülü'nü hak etti. 🧬🏅 #AzizSancar",2
"""İkinci durağımızı oluşturuyor. Genel tasarım zarif ve farklı. Çevreden fazla gürültü duymuyorsunuz. Yüksek katlarda anket çok nazik. Şehirde yeterli bir otel.""",2
ürün gerçekten çok güzel ve harika paketlenmişti ben 4 tane aldım ve hediye ettim kesinlikle öneririm ders çal8şırken verim aldım,2
Robert William hizmeti yok rahatsız edici kıç.,0
Kaliforniya’nın yarı çöl bölgelerinde yetişen Joshua Tree (Yeşu ağacı) endemik bir bitki türüne örnektir.,1
Görsel olarak ve mekan olarak gayet başarılı fakat sinemada izlemeye değer bir film değil bence evde tatil gününü film izleyerek geçirmek isteyen birisi için vakit geçirilebilecek bir film.,1
Trendyol sepeti yine fulledim büssürü paraya ihtiyacım var tam suan insallah gökten kafama para yagar,1
Bu teknik proje tasarım hataları nedeniyle işlevselliği ciddi şekilde aksatıyor bu da sürecin verimliliğini düşürdü.,0
Bu restorandaki servis mükemmel. Her ziyaretimde memnun kalıyorum.,2
Atom numarası 53ün keyifle öğrenebileceği bir çizgi film.,2
"müziğiyle beğendim güzel animelerden bir tanesi...
çocuklar için süper bir anime özellikle de şalgam(korkuluk)...çocukluğunu yaşamak isteyen yetişkinler için ideal bir anime…",2
Yemek dünyasının dahi şeflerinden Alain Ducasseın Le Louis XV restoranında unutulmaz bir akşam yaşadım. 🍾🥂 #AlainDucasse #LeLouisXV,2
"Yani, o restorandaki yemekler, bilmiyorum, gerçekten insanları çileden çıkarıyor!",0
Siyasi tartışmalar farklı perspektiflerin anlaşılmasına yardımcı olabilir.,1
Ahmet Hakan özür diledi https://t.co/wb1N8Fe0e1 Bugünlerin yarınları da var! Bu şarkıyı bilirmisin Ahmet Hakan?Yalakalar için bestelenmiş olanı?,0
Kendinizi zorlukların üstesinden gelebilecek bir güç olarak görmek içimizdeki potansiyeli fark etmek demektir. Siz gerçekten güçlüsünüz!,2
Görsel güzel ama cok dayanıklı bisey degil daha cok dekor amaçlıbanyoda ıslanırsa çürüme yapar,1
"E-sporun, öğrencilerin fiziksel sağlıklarını olumsuz etkilediğini gözlemliyorum. #SağlıkÖnce",0
"""Bilgi teknolojileri satıştaysa sadece baltayı verip bilgi teknolojisi satın almak pek hoş bir şey değil.""",1
Bu televizyon dizisi senaryosu olayları açıklamakta başarısız izleyiciyi sıkmış.,0
Spor müsabakalarında uyuşturucu skandalı artıyor adil rekabet zarar görüyor.,0
Sebzeli erişte porsiyon ve lezzet olarak çok iyi,2
Animasyona pek meraklı değilim ve sanırım bu yüzden etkilenmedim.,1
"Filmin başarısı oyunculuklardan geliyor ama hikaye biraz daha derinlikli olabilirdi.""",1
Acaba hayat hikayesi bizimle dalga mı geçiyor,1
"RT @eczozgurozel: Bu kelepçe bir süre sahipsiz kaldı. Ama sonra biri sahiplendi: Süleyman Soylu. Ama haksızlık etmeyelim, bu kelepçenin gerçek sahibi Recep Tayyip Erdoğan'dır. https://t.co/y3g9Zfzyvr",0
Bu futbolcu artık eski günlerinde değil emekli olmalı.,0
İlk inşası 1880 yılında yapılan köşk 1889 yılında Sarkis Balyan tarafından ek bir bina yaptırılarak genişletilmiştir.,1
Her meydan okuma içimizdeki olasılığa ulaşma fırsatını kişileştirir. Sen de saldırılamazsın inan bana!,2
Kaliteli bir ürün. Durgun havada 20 metre havalandı. Pili 8 dk. kadar gidiyor. Cihaz bağlantısı biraz zorluyor. Fotoğraf kalitesi cihaza göre oldukça iyi. Yalnız telefondan kumanda biraz zor. Keşke ayrı bir kumandası da olsaymış.,1
"Erkekler de ağlar… Ne ağlamıştım laan o gece… 20:45 demişti Adnan Polat 21:01 e kadar o 16 dk bitmek bilmemişti. Tuncay ın golü,Süleymanu nun Denizli'de çataldan kurtardığı top, direkten dönen kafa vuruşu. Tam kalp krizlik durumdu… #şampiyon",2
"Bu otel, konforlu bir konaklama sunuyor, ancak birkaç eksiklik var.",1
Tereddüt ettim. 12. katta oturuyorum. Balkon pencerelerim sürgülü ve çok büyük. Mantığını ilk kullanımda anladım. Tek ve ulaşılması zor pencereler için çok uygun bir ürün. Çift camlarda mıknatıs düşebiliyor. Arada çizgiler kalıyor.,1
Sebzeler düzenli bir beslenmenin temel taşıdır.,1
Şimdi uyicam. Türk kahvesi de iyi gelmedi başka çare lzm,0
Tek ben değilmişim zaten exxen e geçtin tadımız kaçık https://t.co/AuBcE4qKkS,0
"
Ali Koç'un Türk futbolundan çekilmesi durumunda, futbolda değişikliklerin meydana gelme potansiyeli bulunabilir.",1
Bu restoranın Robert William servisi yorucu beklemekten bıktık.,0
@comebackortamci Philips Vestel İkilisi Bakalım Nabacak,1
allam aleyna tilki dinliyo çıldırcam,0
"""Erken dönemdeki midi boyutu ile karşılaştırıldığında çam ağacı durumu için boyutu biraz küçüktü. Bu açıdan bir eğimde ince bir çizik vardı. İyot onu daha fazla lekeleyemez.""",1
Masumlar apartmanı psikoloji bozacak bi dizisin hiçbişey asla iyiye gitmiyo safiyenin deliliği bana normal gelmeye başladı artık,0
"""Harika bir ortam yemekler lezzetli. Cam bölümündeki Ramazan Beye çok teşekkürler. Tuvaletiniz çocuklarınızla kaynaşıyor ve rahat bir zaman geçirmenizi sağlıyor. İyot eminim yaz aylarında bahçe çok güzel olacaktır.""",2
Filmde felsefi konular izleyiciyi düşünmeye zorlamak yerine sıkıcı bir şekilde sunuluyor.,0
Kendilerini üstün gören medeni sanan beyaz adamın cennet gibi yeni dünyaya gelip barbar vahşi gördüğü aslında doğayla barışık insancıl yerlilerin topraklarını çalıp;çocuklarını dönüştürme yok etme sürecinin başlangıcını anlatan çok güzel hüzünlü bir Mallick şiiri. Amerikanın gerçek sahiplerine yakılmış bir ağıt.,2
"""Bilgi teknolojileri kesinlikle Miyazakinin uzman olduğu bir film değil ama çok olgunlaşmış çıngıraklı bir sakız animesi.""",2
"Armut platformunu yükledim. Daha ödeme yapmadan ilk gün 122 teklif aldım. Vay canına dedim, bu çok, hemen para yükleyeyim, 1300 TL yükledim. Bugün gelen teklif sayısı 2. Şimdi ne anlamalıyım? Acaba birileri şişirilmiş teklifler mi gönderiyor. Söyleyeceklerim bu kadar.",0
RT @_aliyalcin_: Whatsapp'ın yeni veri politikası nedeniyle dayattığı sözleşmeyi onaylamayacağım. Mesajlaşma için yerli olan #BIP [ ⁦@BiPMobil⁩ ]programını kullanacağım.⁦⁩ #WhatsAppSiliyoruz https://t.co/mVMXpPXQea,0
